customer_id,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract_type,paperless_billing,payment_method,monthly_charges,total_charges,churn_flag
2990-OGYTD,Female,f,t,f,67,t,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,f,Bank transfer (automatic),86.15,5883.85,f
6646-JPPHA,Female,t,f,f,14,t,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,f,Electronic check,78.85,1043.80,f
9572-MTILT,Male,f,t,f,59,t,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,t,Electronic check,106.75,6252.90,t
7658-UYUQS,Male,t,t,f,21,t,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,f,Bank transfer (automatic),86.55,1857.25,f
7880-XSOJX,Male,f,f,f,4,f,No phone service,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,f,Mailed check,42.40,146.40,f
9611-CTWIH,Female,f,f,f,3,t,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,t,Electronic check,89.45,240.45,t
4589-IUAJB,Male,f,t,f,70,t,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,f,Bank transfer (automatic),24.25,1724.15,f
0329-GTIAJ,Female,f,f,f,3,t,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,t,Electronic check,97.90,315.30,t
8746-BFOAJ,Male,t,f,f,21,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,f,Bank transfer (automatic),20.50,429.55,f
8457-XIGKN,Male,f,f,f,20,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,t,Credit card (automatic),19.60,356.15,f
6072-NUQCB,Male,f,t,t,22,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,f,Bank transfer (automatic),20.25,488.25,f
6629-CZTTH,Male,f,f,f,1,t,No,DSL,No,No,No,No,No,Yes,Month-to-month,t,Mailed check,55.70,55.70,t
8838-GPHZP,Female,f,f,f,63,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,t,Mailed check,20.60,1298.70,f
8750-QWZAJ,Female,f,t,t,70,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,f,Bank transfer (automatic),19.80,1378.75,f
5364-EVNIB,Male,f,f,f,13,t,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,t,Electronic check,79.80,973.45,t
6918-UMQCG,Female,f,f,f,5,t,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,f,Electronic check,80.20,384.25,f
0675-NCDYU,Female,f,t,t,72,t,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,t,Credit card (automatic),116.40,8543.25,f
6339-DKLMK,Female,f,f,f,13,f,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,t,Electronic check,31.65,389.95,f
1346-PJWTK,Male,f,t,f,61,t,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,f,Credit card (automatic),94.15,5731.85,f
5088-QZLRL,Male,f,f,f,1,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,f,Electronic check,20.65,20.65,f
8023-QHAIO,Female,t,t,f,56,t,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,t,Bank transfer (automatic),76.85,4275.75,f
4397-FRLTA,Female,f,f,f,4,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,f,Mailed check,20.15,84.50,f
3057-VJJQE,Male,f,f,f,35,t,Yes,DSL,Yes,No,No,No,No,No,Two year,f,Mailed check,55.25,1924.10,f
5087-SUURX,Female,f,t,f,18,f,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,t,Electronic check,39.05,669.85,t
2302-OUZXB,Male,f,t,f,72,t,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,f,Bank transfer (automatic),82.15,5784.30,f
8133-ANHHJ,Female,t,f,f,49,t,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,f,Bank transfer (automatic),103.00,5166.20,f
2270-CHBFN,Female,f,t,f,44,t,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,t,Credit card (automatic),95.10,4060.55,f
0013-EXCHZ,Female,t,t,f,3,t,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,t,Mailed check,83.90,267.40,t
5982-FPVQN,Female,f,t,t,37,t,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,t,Electronic check,95.15,3532.85,f
9107-UKCKY,Male,f,t,f,61,t,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,t,Electronic check,79.80,4914.80,f
4654-ULTTN,Male,f,t,f,70,t,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,t,Credit card (automatic),74.80,5315.80,f
5550-VFRLC,Female,t,f,f,1,t,No,Fiber optic,No,No,No,No,No,No,Month-to-month,t,Electronic check,69.85,69.85,t
5546-BYZSM,Female,f,f,f,41,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,f,Electronic check,20.45,775.60,f
1492-KGETH,Male,f,t,t,70,t,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,f,Bank transfer (automatic),78.35,5445.95,f
4929-BSTRX,Female,f,f,f,1,t,No,DSL,No,No,No,No,Yes,No,Month-to-month,t,Mailed check,53.55,53.55,t
4163-HFTUK,Male,f,f,f,51,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,f,Electronic check,19.10,1007.80,f
8215-NGSPE,Female,f,t,t,42,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,f,Mailed check,20.00,833.55,f
2225-ZRGSG,Female,f,t,t,70,t,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,f,Bank transfer (automatic),93.90,6579.05,t
8859-YSTWS,Male,f,f,f,48,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,f,Bank transfer (automatic),19.95,1004.50,f
5271-YNWVR,Male,f,t,t,68,t,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,t,Electronic check,113.15,7856.00,t
7601-DHFWZ,Female,f,f,f,48,t,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,f,Credit card (automatic),24.00,1183.05,f
2657-ALMWY,Female,t,t,f,26,t,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,f,Electronic check,84.95,2169.75,t
6330-JKLPC,Male,f,t,f,11,t,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,t,Bank transfer (automatic),80.50,896.90,t
4667-OHGKG,Male,f,f,f,1,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,t,Mailed check,19.30,19.30,t
1998-VHJHK,Female,f,f,f,27,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,f,Mailed check,19.15,501.35,f
1707-HABPF,Female,t,f,f,46,t,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,t,Bank transfer (automatic),91.30,4126.35,f
1660-HSOOQ,Male,f,f,f,1,t,No,DSL,No,No,Yes,No,No,No,Month-to-month,t,Mailed check,49.65,49.65,t
7253-UVNDW,Female,f,f,f,46,t,No,DSL,No,No,Yes,Yes,No,No,Two year,f,Credit card (automatic),54.35,2460.15,t
0487-VVUVK,Male,f,t,t,25,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,t,Mailed check,19.15,477.60,f
7228-OMTPN,Male,f,f,f,4,t,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,t,Electronic check,88.45,370.65,t
5063-IUOKK,Male,f,f,f,13,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,f,Mailed check,19.75,265.75,f
4508-OEBEY,Male,f,t,f,31,t,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,t,Credit card (automatic),75.50,2424.45,f
0027-KWYKW,Female,f,t,t,23,t,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,t,Electronic check,83.75,1849.95,f
2308-STERM,Female,f,f,f,2,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,f,Mailed check,19.40,61.05,f
5982-XMDEX,Female,f,f,f,65,t,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,f,Bank transfer (automatic),26.50,1698.55,f
6284-AHOOQ,Male,t,f,f,22,t,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,t,Bank transfer (automatic),90.50,1910.60,t
6051-PTVNS,Female,f,t,t,55,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,f,Credit card (automatic),19.15,998.10,f
2344-JMOGN,Male,f,t,f,9,t,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,t,Mailed check,94.85,890.60,t
3799-ISUZQ,Male,f,t,t,7,t,No,Fiber optic,No,No,No,No,No,No,Month-to-month,t,Bank transfer (automatic),69.95,529.50,t
2877-VDUER,Female,f,t,t,35,f,No phone service,DSL,No,No,No,Yes,Yes,No,One year,f,Mailed check,40.90,1383.60,f
9152-AMKAK,Male,f,f,f,6,t,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,t,Mailed check,80.25,493.40,f
1794-HBQTJ,Female,f,f,f,1,t,No,DSL,Yes,No,No,No,No,No,Month-to-month,t,Credit card (automatic),48.60,48.60,t
9432-VOFYX,Male,f,f,f,17,t,No,Fiber optic,No,No,No,No,No,No,Month-to-month,t,Electronic check,70.80,1207.00,f
8049-WJCLQ,Male,f,t,t,10,t,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,f,Mailed check,60.20,563.50,f
6586-PSJOX,Male,f,f,t,15,t,No,DSL,No,No,Yes,Yes,No,No,One year,f,Credit card (automatic),55.20,864.55,f
2460-FPSYH,Female,t,f,f,40,f,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,t,Electronic check,55.80,2109.35,t
9705-ZJBCG,Female,f,t,t,13,t,No,DSL,Yes,No,No,Yes,No,No,One year,f,Bank transfer (automatic),54.15,701.05,f
4818-DRBQT,Male,f,t,f,29,t,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,t,Bank transfer (automatic),80.15,2265.25,t
1320-HTRDR,Female,f,f,f,3,t,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,t,Electronic check,75.50,220.60,t
6847-KJLTS,Female,t,t,f,58,t,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,t,Bank transfer (automatic),100.40,5749.80,f
9670-BPNXF,Female,f,f,f,45,t,No,DSL,Yes,Yes,No,Yes,No,No,One year,t,Credit card (automatic),62.55,2796.45,f
3913-FCUUW,Female,f,t,t,72,t,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,t,Bank transfer (automatic),70.45,5165.70,f
3301-VKTGC,Male,f,t,t,68,t,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,t,Bank transfer (automatic),85.50,5696.60,f
1493-AMTIE,Male,f,f,f,1,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,t,Bank transfer (automatic),20.20,20.20,t
9555-SAHUZ,Female,f,t,t,38,t,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,f,Electronic check,54.50,2076.05,f
3422-LYEPQ,Male,f,t,t,1,t,No,Fiber optic,No,No,No,No,No,No,Month-to-month,t,Electronic check,71.00,71.00,t
0816-TSPHQ,Male,f,f,f,2,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,f,Mailed check,20.75,44.20,f
9932-WBWIK,Male,f,f,f,11,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,f,Mailed check,20.35,215.25,f
4619-EVPHY,Female,t,t,f,20,t,No,Fiber optic,No,No,No,No,Yes,Yes,One year,t,Bank transfer (automatic),91.00,1859.50,f
5286-YHCVC,Male,f,t,f,72,t,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,t,Bank transfer (automatic),104.80,7470.10,f
6424-ELEYH,Female,f,t,f,3,t,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,t,Credit card (automatic),74.75,229.50,t
4391-RESHN,Male,f,f,f,23,t,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,t,Mailed check,104.05,2470.10,t
9115-YQHGA,Male,f,f,f,40,t,No,DSL,No,No,No,Yes,No,No,Month-to-month,t,Electronic check,51.10,2092.90,f
4462-CYWMH,Male,t,t,f,62,t,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,t,Bank transfer (automatic),89.80,5629.55,f
8963-MQVYN,Female,f,f,t,22,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,t,Electronic check,20.55,469.85,f
2458-EOMRE,Female,f,f,f,11,t,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,f,Bank transfer (automatic),64.05,733.95,f
9334-GWGOW,Male,t,t,f,7,t,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,t,Electronic check,74.85,485.25,f
6821-BUXUX,Female,f,f,f,13,t,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,t,Electronic check,96.65,1244.50,t
5028-HTLJB,Male,t,f,f,1,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,f,Mailed check,20.05,20.05,t
9801-GDWGV,Female,f,f,f,39,t,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,t,Electronic check,103.45,3994.45,t
6542-LWGXJ,Male,f,t,f,3,f,No phone service,DSL,No,No,No,No,No,No,Month-to-month,f,Mailed check,25.00,78.25,f
5567-GZKQY,Male,f,f,f,58,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,f,Credit card (automatic),20.30,1131.50,f
1222-LRYKO,Male,f,f,t,6,t,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,f,Mailed check,26.35,184.05,f
2320-JRSDE,Female,f,t,t,1,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,t,Electronic check,19.90,19.90,t
2087-QAREY,Female,f,t,f,22,t,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,t,Mailed check,54.70,1178.75,f
0601-WZHJF,Male,f,t,f,14,f,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,f,Electronic check,46.35,667.70,t
4423-JWZJN,Male,f,t,t,64,t,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,f,Credit card (automatic),90.25,5629.15,f
5143-WMWOG,Male,f,f,f,1,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,f,Electronic check,19.95,19.95,t
6490-FGZAT,Male,f,f,f,6,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,f,Mailed check,20.65,109.30,f
5393-RXQSZ,Male,f,f,f,1,t,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,f,Electronic check,79.60,79.60,t
7452-FOLON,Male,f,f,t,39,t,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,f,Bank transfer (automatic),25.45,958.45,f
2320-TZRRH,Female,f,f,f,20,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,f,Mailed check,19.50,403.15,f
0231-LXVAP,Male,f,f,f,1,t,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,t,Electronic check,75.90,75.90,t
9444-JTXHZ,Male,f,t,f,1,t,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,f,Electronic check,76.20,76.20,t
4942-VZZOM,Male,f,t,f,64,t,Yes,DSL,Yes,No,No,No,Yes,No,One year,t,Credit card (automatic),66.15,4392.50,f
5510-BOIUJ,Male,f,f,t,1,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,f,Mailed check,19.25,19.25,t
7502-BNYGS,Female,f,t,f,46,t,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,t,Credit card (automatic),69.10,3168.00,f
4291-HYEBC,Female,t,t,t,28,f,No phone service,DSL,No,Yes,No,No,No,Yes,One year,t,Electronic check,39.10,1096.60,f
6147-CBCRA,Female,f,t,f,33,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,f,Mailed check,20.05,669.45,f
6047-SUHPR,Male,f,t,t,39,t,No,DSL,Yes,Yes,Yes,No,No,No,One year,f,Electronic check,59.80,2343.85,f
4471-KXAUH,Female,f,t,f,42,t,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,t,Electronic check,84.30,3588.40,t
9752-ZNQUT,Female,f,f,f,1,t,No,DSL,No,Yes,No,No,No,No,Month-to-month,t,Electronic check,48.60,48.60,f
7638-QVMVY,Female,f,f,f,7,t,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,t,Electronic check,79.00,522.95,t
1576-PFZIW,Male,t,t,f,70,t,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,f,Credit card (automatic),105.35,7511.90,f
5666-MBJPT,Male,f,f,f,65,t,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,t,Bank transfer (automatic),25.10,1725.00,f
7312-XSBAT,Male,f,f,f,1,t,No,DSL,Yes,No,No,No,No,No,Month-to-month,f,Electronic check,49.75,49.75,f
3096-GKWEB,Male,f,t,f,18,t,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,t,Electronic check,94.75,1691.90,f
2371-JQHZZ,Male,f,t,f,24,t,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,t,Electronic check,93.00,2248.05,f
0674-GCDXG,Male,f,f,f,63,t,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,t,Bank transfer (automatic),71.90,4479.20,f
1121-QSIVB,Female,f,f,t,44,t,Yes,DSL,No,Yes,No,No,Yes,Yes,One year,t,Mailed check,77.55,3471.10,f
4396-KLSEH,Male,f,f,f,4,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,t,Electronic check,19.85,63.00,f
3244-DCJWY,Female,f,f,f,1,t,No,Fiber optic,No,No,No,No,No,No,Month-to-month,t,Electronic check,70.25,70.25,t
2824-MYYBN,Female,f,t,t,37,t,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,t,Electronic check,95.25,3314.15,f
0875-CABNR,Female,t,f,f,10,t,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,t,Credit card (automatic),84.60,865.55,t
6345-HOVES,Male,f,f,f,34,f,No phone service,DSL,No,No,No,No,No,No,Month-to-month,t,Bank transfer (automatic),25.05,852.70,f
8318-LCNBW,Male,f,t,f,35,f,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,One year,f,Credit card (automatic),53.15,1930.90,f
6469-QJKZW,Female,f,t,f,4,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,f,Electronic check,20.15,91.40,f
0147-ESWWR,Female,t,t,f,39,t,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,t,Electronic check,101.25,3949.15,f
1217-VASWC,Male,t,t,f,43,t,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,t,Bank transfer (automatic),100.55,4304.00,f
7812-FZHPE,Female,f,t,t,17,t,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,f,Mailed check,24.10,409.90,t
6370-ZVHDV,Female,f,t,f,61,t,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,f,Bank transfer (automatic),25.30,1554.90,f
5915-DGNVC,Female,f,t,f,49,t,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,f,Electronic check,71.80,3472.05,f
6260-XLACS,Male,f,f,f,4,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,f,Mailed check,19.70,117.80,f
3566-CAAYU,Female,f,t,t,64,f,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,Two year,f,Electronic check,49.85,3210.35,f
4983-CCWMC,Male,f,f,f,3,t,No,Fiber optic,No,No,No,No,No,No,Month-to-month,t,Mailed check,69.60,207.40,f
9103-CXVOK,Male,f,t,t,1,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,f,Electronic check,19.75,19.75,f
2896-TBNBE,Male,f,t,f,40,t,No,Fiber optic,No,Yes,Yes,No,No,No,One year,f,Electronic check,80.80,3132.75,f
4797-AXPXK,Female,f,f,t,1,t,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,t,Electronic check,60.00,60.00,t
5229-PRWKT,Male,f,f,f,8,t,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,t,Electronic check,86.55,649.65,t
6982-UQZLY,Female,t,t,f,1,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,t,Mailed check,20.85,20.85,t
2522-WLNSF,Female,t,t,f,34,t,No,DSL,No,No,Yes,Yes,Yes,No,One year,f,Bank transfer (automatic),64.20,2106.30,f
3841-CONLJ,Female,f,t,f,1,f,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,f,Electronic check,35.00,35.00,f
5057-LCOUI,Female,f,f,f,39,f,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,t,Electronic check,50.75,2011.40,t
0193-ESZXP,Female,t,t,f,58,t,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,t,Credit card (automatic),105.50,6205.50,t
4475-NVTLU,Male,f,t,t,45,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,f,Electronic check,19.20,903.70,f
4369-HTUIF,Male,t,f,f,6,t,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,t,Bank transfer (automatic),85.15,503.60,t
9386-LDCZR,Male,f,f,f,43,t,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,t,Credit card (automatic),90.65,3882.30,f
9585-KKMFD,Male,f,t,t,41,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,t,Mailed check,20.00,879.80,f
5399-ZIMKF,Male,f,f,f,5,t,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,t,Electronic check,74.65,383.65,f
0336-KXKFK,Male,f,f,f,72,f,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,t,Credit card (automatic),61.20,4390.25,f
5619-XZZKR,Male,f,f,f,4,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,f,Mailed check,19.95,68.20,f
3948-FVVRP,Male,f,t,t,9,t,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,f,Mailed check,54.80,452.80,f
5327-XOKKY,Male,t,t,f,72,t,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,t,Credit card (automatic),73.45,5329.00,f
0983-TATYJ,Female,f,t,f,33,t,No,DSL,No,No,No,Yes,No,No,One year,t,Mailed check,51.45,1758.90,f
1813-JYWTO,Female,f,t,f,72,t,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,f,Bank transfer (automatic),80.45,5737.60,f
0156-FVPTA,Male,f,t,f,22,t,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,t,Electronic check,54.20,1152.70,t
1984-FCOWB,Female,f,t,f,70,t,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,t,Electronic check,109.50,7674.55,t
0654-HMSHN,Male,f,t,t,21,t,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,f,Electronic check,104.40,2157.95,t
6719-OXYBR,Male,f,f,f,15,t,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,f,Electronic check,85.30,1219.85,f
3312-ZWLGF,Male,t,t,f,29,t,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,t,Electronic check,79.30,2414.55,f
6476-YHMGA,Female,f,t,t,15,t,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,f,Bank transfer (automatic),76.50,1155.60,f
5287-QWLKY,Male,t,t,t,71,t,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,t,Credit card (automatic),105.10,7548.10,t
0795-XCCTE,Male,t,f,f,72,t,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,f,Bank transfer (automatic),25.40,1809.35,f
0168-XZKBB,Female,f,t,f,19,t,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,t,Electronic check,86.85,1564.40,f
3785-NRHYR,Male,f,f,f,1,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,f,Mailed check,19.65,19.65,f
5196-SGOAK,Female,f,f,f,1,t,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,t,Electronic check,75.70,75.70,t
4537-DKTAL,Female,f,f,f,2,t,No,DSL,No,No,No,No,No,No,Month-to-month,f,Electronic check,45.55,84.40,f
7072-MBHEV,Female,t,t,t,11,t,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,t,Credit card (automatic),78.10,864.85,f
5602-BVFMK,Female,f,f,f,12,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,f,Mailed check,19.30,228.75,f
6297-NOOPG,Female,f,t,f,70,t,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,t,Electronic check,110.50,7752.05,f
1891-UAWWU,Female,t,t,f,20,t,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,f,Electronic check,90.80,1951.00,t
8204-TIFGJ,Female,f,f,f,23,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,t,Bank transfer (automatic),20.30,470.60,f
8050-DVOJX,Male,t,f,f,49,t,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,f,Credit card (automatic),81.35,4060.90,f
6108-OQZDQ,Female,f,t,t,4,t,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,t,Electronic check,97.95,384.50,t
0363-QJVFX,Male,f,f,f,32,t,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,t,Credit card (automatic),108.15,3432.90,t
8903-XEBGX,Male,f,f,t,2,t,No,DSL,No,No,No,No,No,Yes,Month-to-month,t,Electronic check,55.30,108.65,f
8169-SAEJD,Male,t,t,f,69,f,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,Two year,f,Credit card (automatic),56.55,3952.65,f
9840-DVNDC,Male,f,f,f,6,t,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,t,Credit card (automatic),80.50,463.05,t
1089-XZWHH,Female,f,t,t,24,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,t,Mailed check,19.70,494.05,f
2325-WINES,Female,f,f,f,32,t,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,t,Credit card (automatic),104.05,3416.85,f
6064-ZATLR,Female,f,f,f,27,t,No,DSL,Yes,Yes,No,No,No,No,Two year,f,Bank transfer (automatic),52.85,1498.65,f
3096-JRDSO,Female,t,t,f,27,t,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,t,Bank transfer (automatic),104.30,2867.75,t
